Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
akarnokd-misc,hu.akarnokd.rxjava2,PublishExamples,test1,Magic Number,The method contains a magic number: 3,9
akarnokd-misc,hu.akarnokd.rxjava2,PublishExamples,test2,Long Statement,The length of the statement "Observable<Object> mixedSource=Observable.<Object>just("a"`1`"b"`2`"c"`3).doOnSubscribe(s -> System.out.println("Subscribed!"));" is 128.,24
akarnokd-misc,hu.akarnokd.rxjava2,PublishExamples,test2,Long Statement,The length of the statement "mixedSource.publish(f -> Observable.merge(f.ofType(Integer.class).compose(g -> g.map(v -> v + 1))`f.ofType(String.class).compose(g -> g.map(v -> v.toUpperCase())))).subscribe(System.out::println);" is 196.,24
akarnokd-misc,hu.akarnokd.rxjava2,PublishExamples,test2,Magic Number,The method contains a magic number: 2,24
akarnokd-misc,hu.akarnokd.rxjava2,PublishExamples,test2,Magic Number,The method contains a magic number: 3,24
akarnokd-misc,hu.akarnokd.rxjava2,MergeCompletablesTest,main,Long Statement,The length of the statement ").subscribeOn(Schedulers.io()).observeOn(Schedulers.computation()).doOnDispose(() -> System.out.println("Local Unsubscribed: " + integer)).doOnSubscribe(subscription -> System.out.println("Local Subscribed: " + integer));" is 221.,9
akarnokd-misc,hu.akarnokd.rxjava2,MergeCompletablesTest,main,Long Statement,The length of the statement "Completable globalCompletable=Completable.merge(completables.toFlowable(BackpressureStrategy.MISSING)`10).doOnDispose(() -> System.out.println("Global Unsubscribed")).timeout(1`TimeUnit.SECONDS);" is 195.,9
akarnokd-misc,hu.akarnokd.rxjava2,MergeCompletablesTest,main,Magic Number,The method contains a magic number: 5,9
akarnokd-misc,hu.akarnokd.rxjava2,MergeCompletablesTest,main,Magic Number,The method contains a magic number: 3,9
akarnokd-misc,hu.akarnokd.rxjava2,MergeCompletablesTest,main,Magic Number,The method contains a magic number: 1000,9
akarnokd-misc,hu.akarnokd.rxjava2,MergeCompletablesTest,main,Magic Number,The method contains a magic number: 10,9
akarnokd-misc,hu.akarnokd.rxjava2,MergeCompletablesTest,main,Magic Number,The method contains a magic number: 20,9
akarnokd-misc,hu.akarnokd.rxjava2,MergeCompletablesTest,main,Magic Number,The method contains a magic number: 1000,9
akarnokd-misc,hu.akarnokd.rxjava2,LockstepObserveOnTest,test,Magic Number,The method contains a magic number: 500,15
akarnokd-misc,hu.akarnokd.rxjava2,LockstepObserveOnTest,test,Magic Number,The method contains a magic number: 250,15
akarnokd-misc,hu.akarnokd.rxjava2,LockstepObserveOnTest,test,Magic Number,The method contains a magic number: 250,15
akarnokd-misc,hu.akarnokd.rxjava2,LockstepObserveOnTest,test,Magic Number,The method contains a magic number: 50,15
akarnokd-misc,hu.akarnokd.rxjava2,TestDoAfterTerminate,test,Long Statement,The length of the statement ").doAfterTerminate(doAfterTerminate).doOnCancel(() -> System.out.println("Cancelled")).firstOrError().doAfterTerminate(doAfterTerminate2).test().awaitTerminalEvent();" is 166.,12
akarnokd-misc,hu.akarnokd.rxjava2,TestDoAfterTerminate,test,Magic Number,The method contains a magic number: 123,12
akarnokd-misc,hu.akarnokd.rxjava2,TestDoAfterTerminate,test,Magic Number,The method contains a magic number: 345,12
akarnokd-misc,hu.akarnokd.rxjava2,TestDoAfterTerminate,test,Magic Number,The method contains a magic number: 456,12
akarnokd-misc,hu.akarnokd.rxjava2,TestDoAfterTerminate,test,Magic Number,The method contains a magic number: 345,12
akarnokd-misc,hu.akarnokd.rxjava2,TestDoAfterTerminate,test,Magic Number,The method contains a magic number: 345,12
akarnokd-misc,hu.akarnokd.rxjava2,DebounceRange,test,Magic Number,The method contains a magic number: 10000,11
akarnokd-misc,hu.akarnokd.rxjava2,DebounceRange,test,Magic Number,The method contains a magic number: 1000,11
akarnokd-misc,hu.akarnokd.rxjava2,ObsMergeWithCompTest,test,Long Statement,The length of the statement "Observable.just(1).delay(500`TimeUnit.MILLISECONDS).mergeWith(c).subscribe(System.out::println`Throwable::printStackTrace`() -> System.out.println("Done"));" is 156.,11
akarnokd-misc,hu.akarnokd.rxjava2,ObsMergeWithCompTest,test,Magic Number,The method contains a magic number: 1000,11
akarnokd-misc,hu.akarnokd.rxjava2,ObsMergeWithCompTest,test,Magic Number,The method contains a magic number: 500,11
akarnokd-misc,hu.akarnokd.rxjava2,ObsMergeWithCompTest,main,Long Statement,The length of the statement "Observable.just(1).delay(500`TimeUnit.MILLISECONDS).mergeWith(c).subscribe(System.out::println`Throwable::printStackTrace`() -> System.out.println("Done"));" is 156.,30
akarnokd-misc,hu.akarnokd.rxjava2,ObsMergeWithCompTest,main,Magic Number,The method contains a magic number: 1000,30
akarnokd-misc,hu.akarnokd.rxjava2,ObsMergeWithCompTest,main,Magic Number,The method contains a magic number: 500,30
akarnokd-misc,hu.akarnokd.rxjava2,FlowableMergeTest,nameLoop,Magic Number,The method contains a magic number: 10000,14
akarnokd-misc,hu.akarnokd.rxjava2,FlowableMergeTest,nameLoop,Magic Number,The method contains a magic number: 100,14
akarnokd-misc,hu.akarnokd.rxjava2,FlowableMergeTest,name,Magic Number,The method contains a magic number: 1000,24
akarnokd-misc,hu.akarnokd.rxjava2,FlowableMergeTest,name,Magic Number,The method contains a magic number: 1000,24
akarnokd-misc,hu.akarnokd.rxjava2,RetryEmptyErrorTest,emptyError,Magic Number,The method contains a magic number: 2,11
akarnokd-misc,hu.akarnokd.rxjava2,RetryEmptyErrorTest,nonEmptyError,Long Statement,The length of the statement "Observable.just(1).concatWith(Observable.error(new Exception())).compose(retryEmpty(2)).take(4).test().assertResult(1`1`1`1);" is 125.,20
akarnokd-misc,hu.akarnokd.rxjava2,RetryEmptyErrorTest,nonEmptyError,Magic Number,The method contains a magic number: 2,20
akarnokd-misc,hu.akarnokd.rxjava2,RetryEmptyErrorTest,nonEmptyError,Magic Number,The method contains a magic number: 4,20
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test,Long Statement,The length of the statement "Flowable.interval(100`TimeUnit.MILLISECONDS`ts).onBackpressureLatest().doOnNext(v -> state.put(v`new Long[4])).observeOn(ts`false`1).doOnNext(v -> {" is 148.,14
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test,Magic Number,The method contains a magic number: 100,14
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test,Magic Number,The method contains a magic number: 4,14
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test,Magic Number,The method contains a magic number: 50,14
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test,Magic Number,The method contains a magic number: 500,14
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test,Magic Number,The method contains a magic number: 2,14
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test,Magic Number,The method contains a magic number: 200,14
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test,Magic Number,The method contains a magic number: 3,14
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test,Magic Number,The method contains a magic number: 2000,14
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test,Magic Number,The method contains a magic number: 2,14
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test,Magic Number,The method contains a magic number: 3,14
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test2,Long Statement,The length of the statement "Disposable d=Flowable.interval(100`TimeUnit.MILLISECONDS`ts).onBackpressureLatest().doOnNext(v -> state.put(v`new Long[]{0L`0L`0L`0L})).delay(0`TimeUnit.MILLISECONDS`ts).doOnNext(v -> {" is 185.,57
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test2,Magic Number,The method contains a magic number: 100,57
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test2,Magic Number,The method contains a magic number: 50,57
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test2,Magic Number,The method contains a magic number: 500,57
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test2,Magic Number,The method contains a magic number: 2,57
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test2,Magic Number,The method contains a magic number: 200,57
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test2,Magic Number,The method contains a magic number: 3,57
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test2,Magic Number,The method contains a magic number: 5000,57
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test2,Magic Number,The method contains a magic number: 200,57
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test2,Magic Number,The method contains a magic number: 100,57
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test2,Magic Number,The method contains a magic number: 2,57
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test2,Magic Number,The method contains a magic number: 2,57
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test2,Magic Number,The method contains a magic number: 3,57
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test2,Magic Number,The method contains a magic number: 3,57
akarnokd-misc,hu.akarnokd.rxjava2,StageDelays,test2,Magic Number,The method contains a magic number: 2,57
akarnokd-misc,hu.akarnokd.rxjava2,JustFlatMapCallableNull,test1,Long Statement,The length of the statement "Observable.just(1).hide().flatMap(i -> Observable.fromCallable(() -> null)).test().assertFailure(NullPointerException.class);" is 125.,16
akarnokd-misc,hu.akarnokd.rxjava2,RepeatThread,main,Magic Number,The method contains a magic number: 100,8
akarnokd-misc,hu.akarnokd.rxjava2,RepeatThread,main,Magic Number,The method contains a magic number: 5,8
akarnokd-misc,hu.akarnokd.rxjava2,RepeatThread,main,Magic Number,The method contains a magic number: 10,8
akarnokd-misc,hu.akarnokd.rxjava2,BufferWithConditionAndTime,test,Long Statement,The length of the statement "Function<Flowable<String>`Flowable<List<String>>> f=o -> o.buffer(o.filter(v -> v.contains("Start"))`v -> Flowable.merge(o.filter(w -> w.contains("End"))`Flowable.timer(5`TimeUnit.MINUTES`scheduler)));" is 201.,15
akarnokd-misc,hu.akarnokd.rxjava2,BufferWithConditionAndTime,test,Magic Number,The method contains a magic number: 5,15
akarnokd-misc,hu.akarnokd.rxjava2,BufferWithConditionAndTime,test,Magic Number,The method contains a magic number: 5,15
akarnokd-misc,hu.akarnokd.rxjava2,OnErrorCrash,test,Magic Number,The method contains a magic number: 50000,10
akarnokd-misc,hu.akarnokd.rxjava2,BasicPrint,main,Long Statement,The length of the statement "Flowable.interval(10`TimeUnit.MILLISECONDS).doOnNext(System.out::println).observeOn(Schedulers.computation()`false`10).subscribe(new ResourceSubscriber<Long>(){" is 160.,11
akarnokd-misc,hu.akarnokd.rxjava2,BasicPrint,main,Magic Number,The method contains a magic number: 10,11
akarnokd-misc,hu.akarnokd.rxjava2,BasicPrint,main,Magic Number,The method contains a magic number: 10,11
akarnokd-misc,hu.akarnokd.rxjava2,BasicPrint,main,Magic Number,The method contains a magic number: 30,11
akarnokd-misc,hu.akarnokd.rxjava2,BasicPrint,main,Magic Number,The method contains a magic number: 100000,11
akarnokd-misc,hu.akarnokd.rxjava2,BasicPrint,onNext,Magic Number,The method contains a magic number: 30,22
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,retryZero,Long Statement,The length of the statement "Observable.range(1`5).concatWith(Observable.<Integer>error(new IOException())).retry(0).test().assertFailure(IOException.class`1`2`3`4`5);" is 138.,11
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,retryZero,Magic Number,The method contains a magic number: 5,11
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,retryZero,Magic Number,The method contains a magic number: 2,11
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,retryZero,Magic Number,The method contains a magic number: 3,11
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,retryZero,Magic Number,The method contains a magic number: 4,11
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,retryZero,Magic Number,The method contains a magic number: 5,11
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,retryOne,Long Statement,The length of the statement "Observable.range(1`5).concatWith(Observable.<Integer>error(new IOException())).retry(1).test().assertFailure(IOException.class`1`2`3`4`5`1`2`3`4`5);" is 148.,19
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,retryOne,Magic Number,The method contains a magic number: 5,19
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,retryOne,Magic Number,The method contains a magic number: 2,19
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,retryOne,Magic Number,The method contains a magic number: 3,19
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,retryOne,Magic Number,The method contains a magic number: 4,19
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,retryOne,Magic Number,The method contains a magic number: 5,19
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,retryOne,Magic Number,The method contains a magic number: 2,19
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,retryOne,Magic Number,The method contains a magic number: 3,19
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,retryOne,Magic Number,The method contains a magic number: 4,19
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,retryOne,Magic Number,The method contains a magic number: 5,19
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,repeatZero,Magic Number,The method contains a magic number: 5,27
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,repeatOne,Magic Number,The method contains a magic number: 5,35
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,repeatOne,Magic Number,The method contains a magic number: 2,35
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,repeatOne,Magic Number,The method contains a magic number: 3,35
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,repeatOne,Magic Number,The method contains a magic number: 4,35
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,repeatOne,Magic Number,The method contains a magic number: 5,35
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,repeatTwo,Magic Number,The method contains a magic number: 5,43
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,repeatTwo,Magic Number,The method contains a magic number: 2,43
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,repeatTwo,Magic Number,The method contains a magic number: 2,43
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,repeatTwo,Magic Number,The method contains a magic number: 3,43
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,repeatTwo,Magic Number,The method contains a magic number: 4,43
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,repeatTwo,Magic Number,The method contains a magic number: 5,43
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,repeatTwo,Magic Number,The method contains a magic number: 2,43
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,repeatTwo,Magic Number,The method contains a magic number: 3,43
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,repeatTwo,Magic Number,The method contains a magic number: 4,43
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,repeatTwo,Magic Number,The method contains a magic number: 5,43
akarnokd-misc,hu.akarnokd.rxjava2,JavaCompilerBugTest,test,Long Statement,The length of the statement "Map<Long`Object> someWeirdMapWithObject=com.google.common.collect.ImmutableMap.of(1L`new BrandBuilder(1)`2L`new BrandBuilder(2));" is 129.,12
akarnokd-misc,hu.akarnokd.rxjava2,JavaCompilerBugTest,test,Long Statement,The length of the statement "Observable.fromIterable(observables).flatMap(task -> task.observeOn(Schedulers.computation())).lastOrError().flattenAsObservable(x -> someWeirdMapWithObject.values()).<BrandBuilder>cast(BrandBuilder.class).map(BrandBuilder::build).toList().blockingGet();" is 254.,12
akarnokd-misc,hu.akarnokd.rxjava2,JavaCompilerBugTest,test,Magic Number,The method contains a magic number: 250,12
akarnokd-misc,hu.akarnokd.rxjava2,JavaCompilerBugTest,test,Magic Number,The method contains a magic number: 350,12
akarnokd-misc,hu.akarnokd.rxjava2,JavaCompilerBugTest,test,Magic Number,The method contains a magic number: 2L,12
akarnokd-misc,hu.akarnokd.rxjava2,JavaCompilerBugTest,test,Magic Number,The method contains a magic number: 2,12
akarnokd-misc,hu.akarnokd.rxjava2,CustomFlowableTest,test,Long Statement,The length of the statement "new CustomFlowable().distinctUntilChanged((integer`integer2) -> integer.intValue() == integer2.intValue()).subscribe(integer -> System.out.println("Consumer | Value: " + integer.intValue()));" is 191.,10
akarnokd-misc,hu.akarnokd.rxjava2,CustomSchedulerTimeout,test,Long Statement,The length of the statement "results.timeout(1000`TimeUnit.MILLISECONDS`Schedulers.single()`Flowable.error(new TimeoutException("Timed out"))).doOnTerminate(() -> System.out.println("Finished")).subscribe(r -> System.out.println("Got " + r)`e -> System.out.println("Error " + e));" is 251.,13
akarnokd-misc,hu.akarnokd.rxjava2,CustomSchedulerTimeout,test,Magic Number,The method contains a magic number: 10,13
akarnokd-misc,hu.akarnokd.rxjava2,CustomSchedulerTimeout,test,Magic Number,The method contains a magic number: 30000,13
akarnokd-misc,hu.akarnokd.rxjava2,CustomSchedulerTimeout,test,Magic Number,The method contains a magic number: 2,13
akarnokd-misc,hu.akarnokd.rxjava2,CustomSchedulerTimeout,test,Magic Number,The method contains a magic number: 1000,13
