Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
akarnokd-misc,hu.akarnokd.rxjava2,FlowVsRS.RSPublisher,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.rxjava2,InsertHeader,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.rxjava2,WhichThread,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.rxjava2,SingleFlatMapIterableObservable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.rxjava2,SingleFlatMapIterableObservable.FlatMapIterableObserver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.rxjava2,SingleFlatMapIterableObservable.FlatMapIterableObserver,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: serialVersionUID; actual; mapper; d; it; cancelled
akarnokd-misc,hu.akarnokd.rxjava2,TrampolineInfinite,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.rxjava2,ReduceWhile,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.rxjava2,PersonSeq,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.rxjava2,PersonSeq.Person,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: optName; optAge; optAddress
akarnokd-misc,hu.akarnokd.rxjava2,PersonSeq.Person,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.rxjava2,RepeatWhenEmpty,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.rxjava2,FlowableSumIntArray,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.rxjava2,FlowableSumIntArray.SumIntArraySubscriber,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.rxjava2,FlowableSumIntArray.SumIntArraySubscriber,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: serialVersionUID; sources; wip; current; index; hasValue; sum
akarnokd-misc,hu.akarnokd.rxjava2,EIsNotNull,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.rxjava2,FlowableStringInputStream.StringInputStream,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.rxjava2,FlowableStringInputStream.StringInputStream,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: upstream; charset; bytes; index; done; error
akarnokd-misc,hu.akarnokd.rxjava2,Counts,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.rxjava2,NoWebMain,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.rxjava2,NoWebMain.LongCouple,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: aLong; bLong
akarnokd-misc,hu.akarnokd.rxjava2,NoWebMain.LongCouple,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.rxjava2,RxSynchronousProfiler,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: entries; key; subscribeTime; subscribeCount; onSubscribeTime; onSubscribeCount; onNextTime; onNextCount; tryOnNextTime; tryOnNextCount; onErrorTime; onErrorCount; onCompleteTime; onCompleteCount; pollTime; pollCount; requestTime; requestCount; source; stats; actual; calls; s; qs; actual; calls; s; qs; source; stats; actual; calls; s; qs
akarnokd-misc,hu.akarnokd.rxjava2,RxSynchronousProfiler.CallStatistics,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.rxjava2,RxSynchronousProfiler.CallStatistics,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: key; subscribeTime; subscribeCount; onSubscribeTime; onSubscribeCount; onNextTime; onNextCount; tryOnNextTime; tryOnNextCount; onErrorTime; onErrorCount; onCompleteTime; onCompleteCount; pollTime; pollCount; requestTime; requestCount
